_id,quantity_cases,quantity_units,item,order
8893,0,1,624,5003
8894,0,1,608,5003
8895,0,1,627,5003
8896,0,1,713,5003
8897,0,1,511,5003
8898,0,1,497,5003
8899,0,1,620,5003
8900,0,1,713,5004
8901,0,1,496,5004
8902,0,1,527,5005
8903,0,1,497,5006
8904,0,1,604,5007
8905,0,1,609,5008
8906,0,1,715,5009
8907,0,1,528,5009
8908,0,1,542,5009
8909,0,1,721,5010
8910,0,1,518,5011
8911,0,1,551,5011
8912,0,1,543,5011
8913,0,1,520,5012
8914,0,1,567,5012
8915,0,2,620,5012
8916,0,1,610,5013
8917,0,1,721,5014
8918,0,1,621,5014
8919,0,1,515,5015
8920,0,3,524,5016
8921,0,1,497,5017
8922,0,1,521,5017
8923,0,1,591,5018
8924,0,1,604,5018
8925,0,1,624,5018
8926,0,1,619,5019
8927,0,1,554,5020
8928,0,1,535,5020
8929,0,1,729,5021
8930,0,1,538,5021
8931,0,1,527,5021
8932,0,1,534,5021
8933,0,1,620,5022
8934,0,1,713,5022
8935,0,1,715,5022
8936,0,1,715,5023
8937,0,1,554,5024
8938,0,1,515,5025
8939,0,1,619,5025
8940,0,1,535,5026
8941,0,1,515,5026
8942,0,1,515,5027
8943,0,1,554,5028
8944,0,4,721,5029
8945,0,5,686,5029
8946,0,4,682,5029
8947,0,4,597,5029
8948,0,4,725,5029
8949,0,1,515,5030
8950,0,1,524,5030
8951,0,1,607,5030
8952,0,1,585,5030
8953,0,1,535,5030
8954,0,1,606,5030
8955,0,1,539,5031
8956,0,1,554,5032
8957,0,1,515,5032
8958,0,1,619,5033
8959,0,1,554,5033
8960,0,1,515,5033
8961,0,3,513,5034
8962,0,1,534,5035
8963,0,1,497,5036
8964,0,1,609,5036
8965,0,2,684,5037
8966,0,1,524,5038
8967,0,1,728,5038
8968,0,1,570,5038
8969,0,1,535,5039
8970,0,1,607,5040
8971,0,1,614,5040
8972,0,1,607,5041
8973,0,1,584,5041
8974,0,1,591,5042
8975,0,2,567,5042
8976,0,1,624,5042
8977,0,1,607,5043
8978,0,1,652,5044
8979,0,1,659,5044
8980,0,1,668,5044
8981,0,1,652,5045
8982,0,1,659,5045
8983,0,1,653,5045
8984,0,1,652,5046
8985,0,1,653,5046
8986,0,1,630,5046
8987,0,1,659,5046
8988,0,1,667,5047
8989,0,1,661,5048
8990,0,1,663,5048
8991,1,12,62,5049
8992,0,1,75,5050
8993,0,6,48,5051
8994,0,15,43,5051
8995,0,1,604,5052
8996,0,1,534,5053
8997,0,1,715,5054
8998,0,1,518,5054
8999,0,1,515,5054
9000,0,1,573,5055
9001,0,1,515,5056
9002,0,1,561,5057
9003,0,1,591,5057
9004,0,1,528,5057
9005,0,1,567,5058
9006,0,1,682,5059
9007,0,1,591,5060
9008,0,1,631,5062
9009,0,1,630,5063
9010,0,1,652,5063
9011,0,1,668,5063
9012,0,1,668,5064
9013,0,1,584,5065
9014,0,1,591,5066
9015,0,1,591,5067
9016,0,1,515,5068
9017,0,1,591,5068
9018,0,1,591,5069
9019,0,1,604,5070
9020,0,1,591,5071
9021,0,1,491,5072
9022,0,1,622,5072
9023,0,1,591,5073
9024,0,1,607,5074
9025,0,1,614,5074
9026,0,1,590,5074
9027,0,1,528,5074
9028,0,1,527,5074
9029,0,1,607,5075
9030,0,1,614,5075
9031,0,1,511,5076
9032,0,1,591,5076
9033,0,1,567,5076
9034,0,1,539,5077
9035,0,1,681,5078
9036,0,1,617,5078
9037,0,1,602,5078
9038,0,1,615,5078
9039,0,1,560,5079
9040,0,1,539,5080
9041,0,1,540,5080
9042,0,1,591,5081
9043,0,1,606,5081
9044,0,1,539,5082
9045,0,1,721,5083
9046,0,1,591,5084
9047,0,1,502,5084
9048,0,1,551,5084
9049,0,1,495,5084
9050,0,1,565,5084
9051,0,1,509,5084
9052,0,1,520,5084
9053,0,1,535,5085
9054,0,2,712,5086
9055,0,1,656,5087
9056,0,1,651,5088
9057,0,1,652,5089
9058,0,1,645,5090
9059,0,1,648,5090
9060,0,1,642,5091
9061,0,1,640,5092
9062,0,1,666,5093
9063,0,1,659,5094
9064,0,1,665,5095
9065,0,1,664,5095
9066,0,1,563,5096
9067,0,1,524,5097
9068,0,1,584,5097
9069,0,3,541,5098
9070,0,3,572,5098
9071,0,3,524,5098
9072,0,3,680,5098
9073,0,3,609,5098
9074,0,1,497,5098
9075,0,1,551,5099
9076,0,1,680,5100
9077,0,2,531,5101
9078,0,1,628,5101
9079,0,1,513,5101
9080,0,1,680,5101
9081,0,1,604,5102
9082,0,2,609,5103
9083,0,1,567,5104
9084,0,1,540,5105
9085,0,1,575,5106
9086,0,1,539,5107
9087,0,1,680,5108
9088,0,1,606,5109
9089,0,1,680,5109
9090,0,1,520,5109
9091,0,1,607,5110
9092,0,2,591,5110
9093,0,1,680,5110
9094,0,1,606,5110
9095,0,1,524,5110
9096,0,1,572,5110
9097,0,1,572,5111
9098,0,1,597,5112
9099,0,1,584,5113
9100,0,1,591,5114
9101,0,2,604,5114
9102,0,1,620,5114
9103,0,1,620,5115
9104,0,1,627,5115
9105,0,1,538,5116
9106,0,6,137,5117
9107,0,1,652,5118
9108,0,1,630,5118
9109,0,1,653,5118
9110,0,1,642,5119
9111,0,1,653,5120
9112,0,1,642,5120
9113,0,1,661,5121
9114,0,1,663,5121
9115,0,1,653,5122
9116,0,1,662,5123
9117,0,1,663,5123
9118,0,1,644,5123
9119,0,1,656,5124
9120,0,1,645,5124
9121,0,6,91,5125
9122,0,4,48,5125
9123,0,6,43,5125
9124,0,10,123,5125
9125,0,3,540,5126
9126,0,3,539,5126
9127,0,3,591,5126
9128,0,3,496,5126
9129,0,3,567,5126
9130,0,6,618,5126
9131,0,3,597,5126
9132,0,3,524,5126
9133,0,3,609,5126
9134,0,1,524,5127
9135,0,1,612,5127
9136,0,1,591,5128
9137,0,1,567,5129
9138,0,1,591,5130
9139,0,1,584,5130
9140,0,1,728,5131
9141,0,1,627,5132
9142,0,1,620,5132
9143,0,1,561,5132
9144,0,1,539,5132
9145,0,1,520,5132
9146,0,1,497,5132
9147,0,1,500,5133
9148,0,1,546,5133
9149,0,1,583,5133
9150,0,1,606,5133
9151,0,1,613,5133
9152,0,1,606,5134
9153,0,1,620,5134
9154,0,1,597,5134
9155,0,1,606,5135
9156,0,1,729,5135
9157,0,1,590,5135
9158,0,1,591,5135
9159,0,1,606,5136
9160,0,1,619,5136
9161,0,1,713,5136
9162,0,1,608,5137
9163,0,1,591,5137
9164,0,1,606,5137
9165,0,1,606,5138
9166,0,1,528,5138
9167,0,1,591,5138
9168,0,1,584,5139
9169,0,1,606,5140
9170,0,1,496,5140
9171,0,1,591,5140
9172,0,1,609,5141
9173,0,1,606,5141
9174,0,1,574,5141
9175,0,3,520,5142
9176,0,1,606,5142
9177,0,1,665,5143
9178,0,1,664,5143
9179,0,1,655,5144
9180,0,1,659,5145
9181,0,1,661,5146
9182,0,1,663,5146
9183,0,1,642,5146
9184,0,1,648,5147
9185,0,1,645,5148
9186,0,1,654,5148
9187,0,1,652,5148
9188,0,1,653,5148
9189,0,1,659,5148
9190,0,1,640,5148
9191,0,1,513,5149
9192,0,1,565,5149
9193,0,1,606,5149
9194,0,1,590,5149
9195,0,1,597,5149
9196,0,1,518,5150
9197,0,1,612,5150
9198,0,1,495,5150
9199,0,1,520,5150
9200,0,1,513,5150
9201,0,1,503,5150
9202,0,1,529,5150
9203,0,1,496,5150
9204,0,3,491,5150
9205,0,3,528,5150
9206,0,1,606,5150
9207,0,1,606,5151
9208,0,1,584,5151
9209,0,1,539,5151
9210,0,1,591,5152
9211,0,1,620,5153
9212,0,1,591,5153
9213,0,1,606,5153
9214,0,1,573,5154
9215,0,1,520,5155
9216,0,1,606,5156
9217,0,1,584,5156
9218,0,1,528,5156
9219,0,1,627,5156
9220,0,1,520,5157
9221,0,1,513,5158
9222,0,1,617,5158
9223,0,1,606,5158
9224,0,1,609,5159
9225,0,1,505,5160
9226,0,1,712,5160
9227,0,1,496,5160
9228,0,1,606,5160
9229,0,1,616,5161
9230,0,1,607,5162
9231,0,1,606,5162
9232,0,1,615,5163
9233,0,1,606,5164
9234,0,1,524,5164
9235,0,1,500,5164
9236,0,1,606,5165
9237,0,1,584,5165
9238,0,1,542,5165
9239,0,1,612,5165
9240,0,1,609,5166
9241,0,1,646,5167
9242,0,1,645,5167
9243,0,1,662,5167
9244,0,1,663,5167
9245,0,1,653,5168
9246,0,1,648,5169
9247,0,22,52,5170
9248,0,1,23,5171
9249,1,0,75,5172
9250,0,6,134,5173
9251,0,3,540,5174
9252,0,3,499,5174
9253,0,3,575,5174
9254,0,3,571,5174
9255,0,3,622,5174
9256,0,3,683,5174
9257,0,6,712,5174
9258,0,3,624,5174
9259,0,4,603,5174
9260,0,3,521,5174
9261,0,4,579,5174
9262,0,4,591,5174
9263,0,3,538,5174
9264,0,3,580,5174
9265,0,3,533,5174
9266,0,3,562,5174
9267,0,1,539,5175
9268,0,1,539,5176
9269,0,2,513,5177
9270,0,1,684,5178
9271,0,1,515,5179
9272,0,1,507,5180
9273,0,1,606,5180
9274,0,1,496,5180
9275,0,1,604,5180
9276,0,1,609,5181
9277,0,1,728,5181
9278,0,1,607,5182
9279,0,1,614,5182
9280,0,1,606,5182
9281,0,1,624,5183
9282,0,1,606,5183
9283,0,1,606,5184
9284,0,3,528,5184
9285,0,1,606,5185
9286,0,1,627,5185
9287,0,1,528,5185
9288,0,1,499,5185
9289,0,1,606,5186
9290,0,2,591,5186
9291,0,1,680,5186
9292,0,1,497,5187
9293,0,1,606,5187
9294,0,1,615,5188
9295,0,1,606,5188
9296,0,1,616,5188
9297,0,1,524,5188
9298,0,1,606,5189
9299,0,1,524,5189
9300,0,1,604,5189
9301,0,1,591,5189
9302,0,1,579,5189
9303,0,1,597,5189
9304,0,1,683,5189
9305,0,1,713,5189
9306,0,1,584,5189
9307,0,1,619,5189
9308,0,1,502,5189
9309,0,1,575,5189
9310,0,1,551,5190
9311,0,1,579,5190
9312,0,1,606,5190
9313,0,1,538,5191
9314,0,1,607,5191
9315,0,1,614,5191
9316,0,1,715,5191
9317,0,1,606,5191
9318,0,1,721,5191
9319,0,1,583,5191
9320,0,1,539,5192
9321,0,1,606,5193
9322,0,1,591,5193
9323,0,1,539,5193
9324,0,1,570,5194
9325,0,2,591,5195
9326,0,1,606,5195
9327,0,1,606,5196
9328,0,1,615,5196
9329,0,1,681,5196
9330,0,1,609,5197
9331,0,1,606,5198
9332,0,1,496,5198
9333,0,1,554,5198
9334,0,1,538,5199
9335,0,1,606,5199
9336,0,1,619,5199
9337,0,1,603,5199
9338,0,1,668,5200
9339,0,1,634,5201
9340,0,2,642,5202
9341,0,1,667,5202
9342,0,1,661,5202
9343,0,1,663,5202
9344,0,1,648,5203
9345,0,1,653,5204
9346,0,1,644,5205
9347,0,1,640,5206
9348,0,1,659,5207
9349,0,1,632,5208
9350,0,1,631,5208
9351,0,1,664,5209
9352,0,1,606,5210
9353,0,1,604,5210
9354,0,1,608,5210
9355,0,1,562,5210
9356,0,1,609,5210
9357,0,1,567,5210
9358,0,1,497,5210
9359,0,1,607,5212
9360,0,1,497,5213
9361,0,1,606,5213
9362,0,1,584,5214
9363,0,1,561,5215
9364,0,1,606,5216
9365,0,1,497,5217
9366,0,1,606,5217
9367,0,1,524,5218
9368,0,1,656,5219
9369,0,1,644,5220
9370,0,1,652,5221
9371,0,1,653,5222
9372,0,1,656,5223
9373,0,37,43,5224
9374,0,2,137,5225
9375,0,11,134,5226
9376,0,3,25,5227
9377,0,24,123,5228
9378,2,10,114,5229
9379,0,1,584,5230
9380,0,1,618,5231
9381,0,1,538,5232
9382,0,1,604,5232
9383,0,1,597,5232
9384,0,1,606,5232
9385,0,2,616,5232
9386,0,2,563,5233
9387,0,1,539,5234
9388,0,1,591,5234
9389,0,4,528,5235
9390,0,1,491,5236
9391,0,1,495,5236
9392,0,1,539,5237
9393,0,1,585,5238
9394,0,1,589,5238
9395,0,1,500,5238
9396,0,1,513,5238
9397,0,1,539,5238
9398,0,1,625,5239
9399,0,1,721,5239
9400,0,1,533,5239
9401,0,1,585,5240
9402,0,1,567,5240
9403,0,1,527,5241
9404,10,20,43,5242
9405,0,1,661,5243
9406,0,1,663,5243
9407,0,1,640,5244
9408,0,1,667,5245
9409,0,1,661,5245
9410,0,1,663,5245
9411,0,1,643,5245
9412,0,1,662,5246
9413,0,1,663,5246
9414,0,1,667,5247
9415,0,1,653,5248
9416,0,1,656,5248
9417,0,1,668,5249
9418,0,1,538,5250
9419,0,1,606,5250
9420,0,1,619,5250
9422,1,0,332,5251
9423,5,0,332,5252
9424,1,0,332,5253
9425,1,0,332,5254
9426,6,0,332,5255
9427,1,0,332,5256
9428,2,0,332,5257
9429,1,0,332,5258
9430,1,0,332,5259
9431,1,0,332,5260
9432,1,0,332,5261
9433,5,0,332,5262
9434,1,0,332,5263
9435,1,0,332,5264
9436,1,0,489,5264
9437,1,0,332,5265
9438,6,0,332,5266
9439,1,0,332,5267
9440,2,0,332,5268
9441,1,0,332,5269
9442,1,0,332,5270
9443,1,0,332,5271
9444,1,0,332,5272
9445,0,2,540,5273
9446,0,1,615,5273
9447,0,1,538,5273
9448,0,10,137,5274
9449,0,1,658,5275
9450,0,45,94,5276
9451,0,1,606,5277
9452,0,1,541,5277
9453,0,1,615,5277
9454,0,1,606,5278
9455,0,1,734,5278
9456,0,1,733,5278
9457,0,1,515,5279
9458,0,1,584,5279
9459,0,3,548,5280
9460,0,1,520,5280
9461,0,1,680,5281
9462,0,1,722,5282
9463,0,1,715,5282
9464,0,1,567,5283
9465,0,1,713,5284
9466,0,1,597,5285
9467,0,1,606,5286
9468,0,1,521,5287
9469,0,1,683,5287
9470,0,1,513,5288
9471,0,1,602,5289
9472,0,1,524,5290
9473,0,1,609,5290
9474,0,1,651,5291
9475,0,1,646,5292
9476,0,1,661,5293
9477,0,1,663,5293
9478,0,1,638,5294
9479,0,1,646,5295
9480,0,1,667,5296
9481,0,2,661,5297
9482,0,5,546,5298
9483,0,5,570,5298
9484,0,5,543,5298
9485,0,5,493,5298
9486,0,5,495,5298
9487,0,5,606,5298
9488,0,1,518,5298
9489,0,3,524,5298
9490,0,5,607,5298
9491,0,3,525,5298
9492,0,5,580,5298
9493,0,8,591,5298
9494,0,10,585,5298
9495,0,4,511,5298
9496,0,5,735,5298
9497,0,5,736,5298
9498,0,2,680,5298
9499,0,4,583,5298
9500,0,1,551,5299
9501,0,1,656,5300
9502,0,1,630,5301
9503,0,1,652,5301
9504,0,1,653,5301
9505,0,1,659,5301
9506,0,1,659,5302
9507,0,1,653,5302
9508,0,1,648,5303
9509,0,1,637,5303
9510,0,1,656,5303
9511,0,1,646,5304
9512,0,1,661,5304
9513,0,1,663,5304
9514,0,1,661,5305
9515,0,1,663,5305
9516,0,1,567,5306
9517,0,1,713,5307
9518,0,1,682,5307
9519,0,1,584,5308
9520,0,1,527,5309
9521,0,1,614,5310
9522,0,1,513,5310
9523,0,1,563,5311
9524,0,1,713,5311
9525,0,1,619,5311
9526,0,1,591,5312
9527,0,1,585,5313
9528,0,1,591,5314
9529,0,1,607,5315
9530,0,1,584,5315
9531,0,1,712,5316
9532,0,1,542,5317
9533,0,1,576,5317
9534,0,1,497,5317
9535,0,1,606,5317
9536,0,1,548,5318
9537,0,1,567,5319
9538,0,1,619,5320
9539,0,1,616,5320
9540,0,1,567,5321
9541,0,1,579,5322
9542,0,1,579,5323
9543,0,1,591,5323
9544,0,1,539,5324
9545,0,1,591,5325
9546,0,1,713,5325
9547,0,1,531,5326
9548,0,1,609,5326
9549,0,1,524,5326
9550,0,1,683,5327
9551,0,1,567,5328
9552,0,1,609,5329
9553,0,1,609,5330
9554,0,1,591,5331
9555,0,1,604,5332
9556,0,1,713,5333
9557,0,1,620,5333
9558,0,1,515,5334
9559,0,1,735,5334
9560,0,1,735,5335
9561,0,1,736,5335
9562,0,1,735,5336
9563,0,1,736,5336
9564,0,1,736,5337
9565,0,3,735,5338
9566,0,1,713,5339
9567,0,1,736,5339
9568,0,1,609,5340
9569,0,1,735,5341
9570,0,1,503,5341
9571,0,3,513,5341
9572,0,1,584,5342
9573,0,1,713,5342
9574,0,1,736,5342
9575,0,1,736,5343
9576,0,1,535,5344
9577,0,1,735,5345
9578,0,1,620,5345
9579,0,1,607,5345
9580,0,1,614,5345
9581,0,1,735,5346
9582,0,1,602,5346
9583,0,1,617,5346
9584,0,1,615,5346
9585,0,1,616,5346
9586,0,1,604,5347
9587,0,1,735,5348
9588,0,1,628,5349
9589,0,1,579,5350
9590,0,1,614,5350
9591,0,1,668,5351
9592,0,1,653,5351
9593,0,1,652,5351
9594,0,1,659,5351
9595,0,1,662,5352
9596,0,1,663,5352
9597,0,9,137,5353
9598,0,11,137,5354
9599,0,1,134,5355
9600,0,4,137,5356
9601,0,3,137,5357
9602,0,8,137,5358
9603,0,7,137,5359
9604,0,1,529,5360
9605,0,1,593,5360
9606,0,1,503,5360
9607,0,1,604,5360
9608,0,1,570,5361
9609,0,1,575,5361
9610,0,1,735,5361
9611,0,1,540,5361
9612,0,1,500,5361
9613,0,1,546,5361
9614,0,4,548,5362
9615,0,1,620,5362
9616,0,1,614,5362
9617,0,1,497,5362
9618,0,1,735,5362
9619,0,1,579,5363
9620,0,1,604,5363
9621,0,1,729,5363
9622,0,1,563,5363
9623,0,1,735,5363
9624,0,1,561,5363
9625,0,1,593,5363
9626,0,1,560,5363
9627,0,1,579,5364
9628,0,1,562,5364
9629,0,1,735,5365
9630,0,1,624,5365
9631,0,1,713,5365
9632,0,1,735,5366
9633,0,1,535,5366
9634,0,1,554,5366
9635,0,1,515,5366
9636,0,1,560,5367
9637,0,1,497,5368
9638,0,1,736,5369
9639,0,1,735,5369
9640,0,1,729,5369
9641,0,1,713,5369
9642,0,1,620,5369
9643,0,1,607,5370
9644,0,1,614,5370
9645,0,1,735,5371
9646,0,1,584,5372
9647,0,1,736,5372
9648,0,1,735,5372
9649,0,1,713,5372
9650,0,1,609,5373
9651,0,1,539,5373
9652,0,1,735,5373
9653,0,1,627,5374
9654,0,1,735,5374
9655,0,1,713,5374
9656,0,1,491,5374
9657,0,2,735,5375
9658,0,1,511,5375
9659,0,1,625,5376
9660,0,1,735,5377
9661,0,1,543,5377
9662,0,2,618,5377
9663,0,1,736,5378
9664,0,1,735,5378
9665,0,1,610,5378
9666,0,2,515,5378
9667,0,1,524,5379
9668,0,1,736,5379
9669,0,1,735,5379
9670,0,3,540,5380
9671,0,3,499,5380
9672,0,3,575,5380
9673,0,3,571,5380
9674,0,3,622,5380
9675,0,3,683,5380
9676,0,3,624,5380
9677,0,6,712,5380
9678,0,3,521,5380
9679,0,4,579,5380
9680,0,4,591,5380
9681,0,3,538,5380
9682,0,3,580,5380
9683,0,3,533,5380
9684,0,3,562,5380
9685,0,1,686,5381
9686,0,3,546,5382
9687,0,1,538,5382
9688,0,1,683,5383
9689,0,1,735,5383
9690,0,1,570,5383
9691,0,1,728,5383
9692,1,0,123,5384
9693,0,24,43,5384
9694,0,1,642,5385
9695,0,1,641,5386
9696,0,1,642,5387
9697,0,1,662,5388
9698,0,1,663,5388
9699,0,1,642,5389
9700,0,4,137,5390
9701,0,9,134,5391
9702,0,22,52,5392
9703,0,1,34,5393
9704,0,1,36,5393
9705,1,22,23,5394
9706,0,1,591,5395
9707,0,1,521,5395
9708,0,1,680,5395
9709,0,1,572,5395
9710,0,1,733,5396
9711,0,1,520,5396
9712,0,1,591,5397
9713,0,2,497,5397
9714,0,1,619,5397
9715,0,1,615,5397
9716,0,2,548,5398
9717,0,2,539,5398
9718,0,1,735,5398
9719,0,1,1098,5399
9720,0,1,520,5399
9721,0,1,713,5399
9722,0,2,734,5400
9723,0,1,627,5401
9724,0,1,1099,5401
9725,0,1,561,5402
9726,0,1,607,5403
9727,0,1,614,5403
9728,0,1,735,5403
9729,0,1,604,5404
9730,0,1,736,5405
9731,0,1,713,5405
9732,0,1,533,5405
9733,0,1,562,5405
9734,0,1,585,5406
9735,0,1,497,5407
9736,0,1,584,5408
9737,0,2,604,5408
9738,0,2,591,5408
9739,0,1,735,5408
9740,0,1,735,5409
9741,0,1,567,5410
9742,0,1,607,5411
9743,0,1,584,5411
9744,0,1,735,5412
9745,0,1,607,5412
9746,0,1,614,5412
9747,0,1,584,5413
9748,0,1,735,5414
9749,0,1,539,5414
9750,0,1,615,5414
9751,0,1,558,5414
9752,0,1,735,5415
9753,0,1,497,5415
9754,0,1,735,5416
9755,0,1,615,5417
9756,0,1,548,5417
9757,0,1,619,5417
9758,0,1,602,5418
9759,0,1,615,5418
9760,0,1,735,5419
9761,0,1,620,5419
9762,0,1,618,5419
9763,0,1,535,5419
9764,0,1,567,5420
9765,0,1,609,5421
9766,0,1,726,5422
9767,0,1,497,5423
9769,0,1,531,5423
9770,0,1,662,5424
9771,0,1,663,5424
9772,0,1,656,5425
9773,0,1,667,5425
9774,0,1,669,5425
9775,0,1,668,5426
9776,0,1,652,5426
9777,0,1,630,5426
9778,0,1,653,5426
9779,0,1,659,5427
9780,0,1,668,5427
9781,0,1,652,5427
9782,0,1,630,5427
9783,0,1,631,5428
9784,0,1,642,5429
9785,0,1,667,5429
9786,0,1,645,5429
9787,0,1,652,5430
9788,0,1,652,5431
9789,0,30,43,5432
9790,0,10,91,5432
9791,0,10,92,5433
9792,1,18,43,5433
9793,1,4,91,5433
9794,0,1,572,5434
9795,0,1,503,5434
9796,0,1,1100,5434
9797,0,1,524,5435
9798,0,1,609,5435
9799,0,1,538,5435
9800,0,2,1100,5435
9801,0,1,680,5436
9802,0,1,609,5436
9803,0,1,567,5436
9804,0,2,1100,5436
9805,0,1,621,5437
9806,0,1,520,5437
9807,0,1,1100,5437
9808,0,1,558,5438
9809,0,1,572,5438
9810,0,1,736,5438
9811,0,2,1100,5438
9812,0,1,535,5439
9813,0,1,733,5439
9814,0,2,539,5439
9815,0,2,1100,5439
9816,0,1,534,5440
9817,0,1,681,5440
9818,0,1,1100,5440
9819,0,1,621,5441
9820,0,1,1100,5441
9821,0,1,627,5442
9822,0,1,1100,5442
9823,0,1,713,5443
9824,0,1,530,5443
9826,0,1,1100,5443
9827,0,1,561,5444
9828,0,1,606,5444
9829,0,1,713,5444
9830,0,1,736,5444
9831,0,1,715,5444
9832,0,1,627,5444
9833,0,1,620,5444
9834,0,4,1100,5444
9835,0,1,496,5445
9836,0,1,561,5445
9837,0,1,591,5445
9838,0,2,1100,5445
9839,0,1,597,5446
9840,0,1,714,5447
9841,0,1,622,5447
9842,0,1,521,5447
9843,0,1,503,5447
9844,0,1,593,5447
9845,0,1,594,5447
9846,0,4,1100,5447
9847,0,1,491,5448
9848,0,1,567,5448
9849,0,1,527,5448
9850,0,1,611,5448
9851,0,2,1100,5448
9852,0,1,735,5449
9853,0,1,713,5449
9854,0,1,597,5449
9855,0,1,538,5449
9856,0,1,612,5449
9857,0,1,529,5449
9858,0,3,1100,5449
9859,0,1,538,5450
9860,0,1,1099,5450
9861,0,1,620,5450
9862,0,1,543,5450
9863,0,1,1100,5450
9864,0,1,713,5451
9865,0,1,620,5451
9866,0,1,615,5451
9867,0,1,602,5451
9868,0,1,558,5451
9869,0,2,1100,5451
9870,0,1,615,5452
9871,0,1,495,5452
9872,0,1,1100,5452
9873,0,1,617,5453
9874,0,4,735,5454
9875,0,2,1100,5454
9876,0,1,524,5455
9877,0,1,535,5456
9878,0,1,715,5456
9879,0,1,515,5456
9880,0,1,554,5456
9881,0,2,1100,5456
9882,0,1,713,5457
9883,0,1,585,5457
9884,0,1,1100,5457
9885,0,1,585,5458
9886,0,1,627,5458
9887,0,1,1100,5458
9888,0,1,567,5459
9889,0,1,614,5460
9890,0,1,597,5460
9891,0,1,1100,5460
9892,0,1,540,5461
9893,0,1,527,5461
9894,0,1,1100,5461
9895,0,1,617,5462
9896,0,1,524,5462
9897,0,1,1100,5462
9898,0,1,728,5463
9899,0,1,539,5464
9900,0,1,567,5465
9901,0,2,540,5466
9902,0,1,520,5466
9903,0,1,628,5466
9904,0,4,137,5467
9905,0,18,189,5468
9906,1,29,38,5469
9907,0,1,80,5470
9908,0,1,609,5471
9909,0,2,533,5471
9910,0,1,584,5472
9911,0,1,608,5472
9912,0,1,627,5472
9913,0,1,1100,5472
9914,0,1,572,5473
9915,0,1,540,5474
9916,0,1,541,5475
9917,0,1,597,5476
9918,0,1,543,5477
9919,0,1,610,5477
9920,0,1,567,5477
9921,0,1,1100,5477
9922,0,1,541,5478
9923,0,1,535,5479
9924,0,1,572,5480
9925,0,1,591,5480
9926,0,1,1100,5480
9927,0,1,680,5481
9928,0,1,721,5481
9929,0,1,1100,5481
9930,0,1,541,5482
9931,0,1,623,5482
9932,0,2,1100,5482
9933,0,1,609,5483
9934,0,1,621,5484
9935,0,1,572,5484
9936,0,2,1100,5484
9937,0,1,615,5485
9938,0,1,558,5485
9939,0,1,1100,5485
9940,0,1,572,5486
9941,0,1,628,5486
9942,0,1,1100,5486
9943,0,1,735,5487
9944,0,2,572,5488
9945,0,1,513,5488
9946,0,1,535,5488
9947,0,2,1100,5488
9948,0,1,520,5489
9949,0,1,535,5490
9950,0,1,558,5490
9951,0,1,602,5490
9952,0,1,606,5490
9953,0,2,620,5490
9954,0,1,713,5490
9955,0,1,735,5490
9956,0,4,1100,5490
9957,0,1,497,5491
9958,0,1,591,5491
9959,0,2,1100,5491
9960,0,2,551,5492
9961,0,1,558,5492
9962,0,1,591,5492
9963,0,2,1100,5492
9964,0,1,580,5493
9965,0,1,713,5493
9966,0,1,1100,5493
9967,0,2,619,5494
9968,0,1,529,5494
9969,0,1,1100,5494
9970,0,1,538,5495
9971,0,1,620,5495
9972,0,1,735,5495
9973,0,1,1100,5495
9974,0,1,616,5496
9975,0,1,548,5496
9976,0,1,729,5496
9977,0,1,590,5496
9978,0,2,1100,5496
9979,0,1,727,5497
9980,0,1,529,5497
9981,0,1,735,5497
9982,0,1,1100,5497
9983,0,1,623,5498
9984,0,1,496,5498
9985,0,2,1100,5498
9986,0,1,515,5499
9987,0,1,541,5500
9988,0,1,643,5501
9989,0,1,642,5502
9990,0,1,642,5503
9991,0,1,650,5503
9992,0,1,659,5504
9993,0,1,572,5505
9994,0,1,541,5505
9995,0,1,606,5505
9996,0,1,541,5506
9997,0,1,1102,5507
9998,0,1,602,5507
9999,0,1,619,5507
10000,0,1,1102,5508
10001,0,1,616,5508
10002,0,1,602,5508
10003,0,1,572,5509
10004,0,1,680,5509
10005,0,1,1103,5510
10006,0,1,735,5510
10007,0,1,1102,5511
10008,0,1,628,5511
10009,0,1,591,5511
10010,0,3,1100,5511
10011,0,1,548,5512
10012,0,1,617,5512
10013,0,1,616,5512
10014,0,1,567,5512
10015,0,1,728,5512
10016,0,2,729,5512
10017,0,1,591,5513
10018,0,1,591,5514
10019,0,1,515,5514
10020,0,3,570,5515
10021,0,1,721,5515
10022,0,1,497,5516
10023,0,1,539,5516
10024,0,1,628,5517
10025,0,1,681,5517
10026,0,1,558,5518
10027,0,1,497,5519
10028,0,1,506,5520
10029,0,1,597,5521
10030,0,1,584,5522
10031,0,1,607,5523
10032,0,1,614,5523
10033,0,1,539,5524
10034,0,1,604,5525
10035,0,1,715,5525
10036,0,1,561,5525
10037,0,1,570,5526
10038,0,1,604,5527
10039,0,1,500,5528
10040,0,1,539,5529
10041,0,1,615,5530
10042,0,2,609,5531
10043,0,1,585,5532
10044,0,1,584,5533
10045,0,1,527,5534
10046,0,1,612,5535
10047,0,1,667,5536
10048,0,1,645,5536
10049,0,1,658,5536
10050,0,1,667,5537
10051,0,1,645,5538
10052,0,1,652,5539
10053,0,1,630,5539
10054,0,1,652,5540
10055,0,1,659,5540
